age,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
33,1,1,no,6699,no,no,0,425,1,462,1,0,no
33,1,1,no,1536,no,no,0,262,1,94,2,1,yes
32,0,2,no,935,no,no,0,165,1,91,7,1,yes
60,1,2,no,10861,no,no,0,98,1,91,2,0,yes
34,1,1,no,2374,yes,no,0,161,1,209,2,0,yes
35,0,2,no,1228,no,no,0,696,2,88,12,0,yes
53,1,2,no,1356,yes,no,0,371,2,96,4,0,no
24,0,1,no,125,no,no,0,263,1,90,1,0,yes
32,0,2,no,1527,yes,no,0,270,1,144,2,0,no
38,0,2,no,3141,no,no,0,347,4,189,2,1,yes
47,1,1,no,3940,yes,no,0,171,2,96,5,1,no
45,1,2,no,160,no,no,0,182,2,194,1,1,yes
40,1,2,no,0,no,no,0,147,1,96,8,1,yes
31,1,2,no,2666,no,no,0,318,2,97,6,1,yes
44,0,1,no,1534,no,no,0,95,1,95,3,1,yes
61,1,2,no,2557,yes,no,0,89,1,91,4,1,yes
67,1,2,no,405,no,no,0,344,2,95,2,1,yes
33,1,2,no,22867,yes,no,0,266,2,92,3,0,yes
57,1,1,no,2155,no,yes,0,144,3,91,2,0,yes
71,2,0,no,1311,no,no,0,301,2,91,1,1,yes
52,1,1,no,94,no,no,0,293,3,190,10,0,yes
48,2,1,no,201,no,no,0,594,1,91,1,1,yes
33,1,2,no,1388,yes,no,0,280,1,89,2,0,no
47,1,1,no,0,no,no,0,213,1,190,1,2,yes
27,0,1,no,4590,yes,no,0,131,4,89,3,0,yes
52,1,2,no,1785,no,no,0,133,3,89,1,0,no
73,1,0,no,9160,no,no,0,516,2,90,3,2,no
35,0,2,no,612,no,no,0,158,1,195,1,0,no
35,0,2,no,5007,yes,no,0,133,1,90,3,0,no
23,0,1,no,598,no,no,0,406,1,195,1,0,yes
26,0,2,no,943,no,no,0,166,1,195,1,1,yes
51,1,2,no,938,no,no,0,98,2,97,3,0,no
33,1,1,no,1076,no,no,0,131,1,96,5,0,yes
35,1,2,no,0,yes,no,0,229,2,96,3,1,yes
53,1,2,no,1624,no,no,0,166,3,97,7,1,yes
28,0,2,no,3,no,no,0,135,2,148,1,2,no
44,2,2,no,1070,yes,no,0,172,1,91,5,1,yes
53,2,0,no,4401,no,no,1,241,1,92,1,1,yes
21,0,1,no,123,no,no,1,513,1,91,1,1,yes
31,0,2,no,533,no,no,0,90,3,93,6,1,yes
42,1,1,no,994,yes,no,0,227,3,93,6,1,yes
28,0,2,no,805,no,no,0,116,5,170,2,0,no
27,0,2,no,168,no,no,0,123,1,196,1,1,yes
33,1,1,no,386,no,no,0,253,1,92,4,0,yes
29,0,2,no,1026,no,no,0,226,1,92,1,2,yes
65,1,1,no,1370,no,no,0,177,1,92,1,0,no
30,0,1,no,2424,no,no,0,110,1,279,1,0,yes
51,1,2,no,346,no,no,0,134,2,192,3,0,yes
32,1,2,no,1331,no,no,0,126,1,92,5,0,yes
47,1,2,no,4693,no,yes,0,89,1,97,3,1,yes
48,1,1,no,1230,yes,no,0,169,1,196,2,1,yes
61,1,0,no,1720,no,no,0,150,1,463,5,0,no
36,1,1,no,2971,no,no,0,247,1,97,8,0,yes
75,1,1,no,324,no,no,1,124,2,91,4,2,no
27,0,2,no,5291,no,no,0,192,2,92,2,0,yes
43,0,1,no,3403,yes,no,0,707,2,97,2,1,yes
33,1,1,no,133,no,no,0,627,2,192,1,1,yes
27,0,1,no,4745,no,no,1,411,4,192,1,2,yes
50,1,1,no,3608,yes,no,0,176,2,197,2,1,yes
43,2,1,no,1854,no,no,0,131,2,197,1,1,no
76,1,0,no,3324,no,no,0,122,1,92,3,1,yes
63,1,2,no,5112,no,no,1,2184,2,95,3,0,yes
81,1,0,no,5220,no,no,1,135,1,94,2,2,yes
77,1,0,no,2590,no,no,1,212,3,277,12,0,yes
71,1,0,no,2600,no,no,0,186,2,98,1,1,yes
46,1,2,no,2671,no,no,0,180,3,91,4,1,no
39,1,1,no,260,yes,no,0,226,1,94,4,1,yes
37,0,1,no,115,no,no,0,122,4,101,5,0,no
18,0,0,no,608,no,no,0,210,1,93,1,1,yes
58,2,1,no,462,no,no,0,495,1,93,1,1,yes
61,1,1,no,1471,no,no,0,632,1,93,2,0,no
44,2,1,no,14,no,no,0,167,1,92,1,1,yes
67,1,1,no,1146,no,no,0,259,1,92,2,0,yes
31,0,1,no,181,no,no,0,239,2,93,2,1,yes
36,0,1,no,376,no,no,0,193,1,92,1,1,yes
56,1,0,no,9367,no,no,1,271,2,92,4,1,yes
74,1,0,no,0,no,no,1,332,2,92,2,1,no
33,1,2,no,271,yes,no,0,182,2,91,2,1,yes
24,0,1,no,382,no,no,0,256,2,92,3,0,yes
33,0,2,no,2465,no,no,0,139,2,95,1,1,no
34,1,2,no,2599,no,no,0,95,1,200,2,1,no
33,1,1,no,920,no,no,0,130,1,95,2,0,yes
58,1,1,no,169,no,no,0,301,1,94,3,0,yes
37,1,2,no,1276,no,no,0,146,1,94,2,1,yes
27,0,1,no,535,no,no,0,183,1,94,1,1,yes
37,1,2,no,2987,yes,no,1,135,8,96,1,1,no
31,0,1,no,270,no,no,0,176,1,200,2,1,no
41,2,0,no,487,no,no,0,163,1,200,1,0,no
22,0,1,no,1925,no,no,0,84,1,196,1,0,no
33,1,2,no,71,no,no,0,136,1,287,1,0,no
42,1,2,no,10072,no,no,0,137,3,208,1,0,no
26,0,1,no,203,no,no,0,104,1,196,1,0,no
54,1,1,no,0,no,no,1,986,1,94,8,0,no
37,0,2,no,197,no,no,0,175,1,200,1,1,yes
33,1,2,no,263,no,no,0,79,4,94,3,0,no
43,1,2,no,3186,no,no,0,380,1,88,1,0,yes
62,1,1,no,135,yes,no,1,446,13,96,1,2,no
49,2,1,no,972,no,no,0,104,3,175,2,0,no
35,1,2,no,3160,yes,no,0,445,2,95,1,0,yes
47,1,2,no,999,no,no,0,111,1,94,1,2,no
24,1,1,no,272,no,no,0,105,2,94,2,1,yes
75,1,2,no,6027,no,no,0,1248,2,94,2,0,yes
52,1,2,no,583,no,no,0,209,1,91,2,0,yes
62,1,2,no,10373,no,no,0,140,3,97,3,0,no
55,2,2,no,0,no,no,0,134,2,91,1,1,yes
35,1,1,no,4922,yes,no,0,393,4,201,17,2,yes
29,0,0,no,1374,no,no,0,309,3,208,4,1,yes
61,2,2,no,89,no,no,0,141,2,95,2,2,no
20,0,1,no,215,no,no,0,325,1,95,5,1,yes
42,1,0,no,5310,yes,no,0,968,2,97,4,1,yes
27,0,2,no,11862,no,no,0,285,2,97,7,1,yes
30,0,2,no,265,no,no,0,295,1,93,3,1,no
23,0,1,no,922,no,no,0,242,1,85,8,0,no
36,1,2,no,0,no,no,0,106,1,205,2,2,no
53,1,1,no,65,no,no,0,99,1,92,2,0,no
28,0,1,no,1925,no,no,0,487,1,97,2,0,yes
38,1,1,no,6728,no,no,0,232,1,96,4,1,yes
72,1,1,no,1129,no,no,0,208,1,91,1,1,yes
29,0,1,no,265,yes,no,0,414,1,184,1,0,yes
34,1,2,no,69,no,yes,0,296,1,205,2,0,yes
64,2,0,no,1840,no,no,0,237,1,85,4,2,no
27,0,2,no,567,no,no,0,238,2,184,1,1,yes
52,1,1,no,1797,yes,no,0,92,2,99,1,0,no
77,1,0,no,680,no,no,1,341,4,94,3,0,no
35,0,1,no,204,yes,no,0,110,3,189,1,1,no
58,1,1,no,3399,no,no,1,1628,2,188,8,1,yes
46,1,2,no,31630,no,no,0,448,2,214,1,0,no
25,0,1,no,304,no,no,0,152,1,188,2,1,no
22,0,2,no,691,no,no,0,260,5,103,1,1,yes
33,1,2,no,8023,no,no,0,107,1,105,3,0,no
28,0,1,no,520,yes,no,0,113,1,168,1,0,no
28,1,1,no,330,no,no,0,357,1,188,3,2,yes
60,2,2,no,4,yes,no,0,415,1,190,5,0,yes
29,0,1,no,1165,no,no,0,244,2,184,1,1,yes
36,2,2,no,4708,no,no,0,284,1,171,1,0,yes
68,1,2,no,2820,no,no,0,154,1,97,2,0,yes
48,1,2,no,1147,no,no,0,155,1,120,3,1,yes
27,0,1,no,-46,yes,no,0,97,3,199,8,2,no
39,1,1,no,323,no,no,0,1804,3,182,3,2,no
25,0,2,no,1189,no,no,0,110,1,183,1,1,no
28,0,1,no,339,no,no,0,350,1,182,1,1,yes
29,0,2,no,19,no,no,0,274,1,230,1,1,yes
49,1,2,no,5887,no,no,0,439,3,185,5,1,yes
42,1,1,no,2913,no,no,0,127,2,184,2,1,no
43,0,2,no,11891,no,no,0,821,5,242,1,1,yes
44,0,1,no,733,yes,no,0,360,2,105,5,1,yes
58,0,1,no,2223,no,no,0,1139,2,114,1,1,no
27,0,1,no,91,no,no,1,157,6,95,37,2,no
38,1,1,no,5000,no,no,0,720,5,536,5,0,no
39,1,2,no,481,no,no,0,929,5,189,1,2,yes
31,1,1,no,389,yes,no,0,69,1,185,2,0,no
42,0,1,no,684,no,no,0,163,1,186,1,1,no
42,1,2,no,144,no,no,0,143,1,283,3,0,no
32,0,1,no,8626,no,no,0,200,1,196,2,0,no
29,0,1,no,314,no,no,0,415,2,116,4,0,yes
52,1,0,no,657,no,no,1,91,2,217,1,2,no
38,2,1,no,1190,yes,no,0,347,4,186,5,1,no
50,1,1,no,10250,yes,no,0,254,3,385,2,2,yes
29,0,2,no,2489,yes,no,0,1002,3,283,2,1,no
42,1,2,no,254,no,no,0,288,7,183,4,1,yes
37,1,1,no,0,yes,no,0,179,1,190,1,1,yes
34,1,2,no,250,no,no,0,787,1,188,8,2,no
53,0,1,no,1442,no,no,1,137,8,188,2,2,no
27,0,2,no,1623,no,no,0,161,1,190,1,1,no
34,1,1,no,294,yes,no,0,265,1,184,3,1,yes
79,1,1,no,8304,no,no,0,456,2,275,9,1,yes
57,2,0,no,698,no,no,1,135,3,191,2,0,no
41,1,1,no,1077,yes,yes,1,207,3,387,2,0,yes
32,2,2,no,883,yes,no,0,798,1,185,5,2,yes
47,0,2,no,4402,no,no,1,805,1,190,1,2,yes
22,0,2,no,1258,no,no,0,182,1,156,1,0,no
58,1,2,no,256,no,no,0,422,1,188,3,1,yes
54,2,2,no,380,no,yes,0,501,1,188,2,1,no
45,1,2,no,1788,no,no,0,364,1,191,4,0,no
72,1,0,no,3856,no,no,0,582,4,115,1,2,yes
79,1,0,no,3025,no,no,0,166,3,126,3,2,yes
40,0,2,no,3797,no,no,0,263,1,195,2,0,no
30,1,1,no,2326,no,no,0,420,1,175,2,0,yes
41,0,2,no,10346,no,no,0,352,1,182,3,1,no
35,1,2,no,3402,no,no,0,269,1,194,2,0,no
57,1,0,no,592,no,yes,1,88,6,193,5,2,no
36,1,2,no,925,no,no,0,321,3,189,4,1,yes
64,1,0,no,67,no,no,1,86,2,111,1,0,no
53,1,1,no,1796,no,no,1,476,1,193,1,0,yes
29,0,1,no,459,no,no,0,279,3,189,19,2,yes
26,0,2,no,12,no,no,0,72,4,186,6,1,no
29,0,2,no,572,no,no,0,314,1,195,1,1,yes
45,1,2,no,115,no,no,0,147,1,194,1,2,no
43,1,1,no,775,no,no,0,325,1,124,2,0,no
57,1,1,no,5313,no,no,0,283,2,196,1,1,yes
46,1,2,no,0,yes,no,0,155,1,199,2,0,no
47,1,1,no,0,yes,no,0,97,1,231,2,0,no
56,1,1,no,393,no,yes,0,103,1,206,1,0,no
59,1,0,no,8334,no,no,0,141,4,182,2,2,no
34,1,1,no,1337,no,no,0,330,2,127,3,1,yes
52,1,1,no,195,yes,no,0,110,2,205,3,0,no
32,1,1,no,35,no,no,0,324,3,126,3,1,yes
31,0,2,no,596,no,no,0,184,6,196,2,0,no
27,0,1,no,538,no,no,0,170,4,197,2,1,yes
29,1,1,no,399,no,no,0,454,6,199,1,0,no
50,1,2,no,5108,yes,no,0,406,1,182,2,0,yes
57,1,1,no,1841,no,no,0,127,2,196,1,1,no
60,1,1,no,294,no,no,1,104,5,198,4,1,no
44,1,1,no,1025,yes,no,0,116,2,202,1,0,no
50,1,1,no,320,no,no,1,294,3,315,4,1,yes
44,1,1,no,132,no,no,0,103,5,124,4,1,no
39,0,1,no,804,no,no,0,193,8,203,1,1,no
32,0,1,no,131,yes,no,0,322,1,189,1,1,yes
59,1,0,no,2074,no,no,0,467,1,186,2,1,yes
68,1,1,no,1443,no,no,1,2062,2,257,1,1,yes
40,0,1,no,782,yes,no,0,94,5,202,17,0,no
34,0,1,no,303,no,no,0,94,3,200,6,1,no
64,1,2,no,661,no,no,0,367,2,294,2,0,yes
49,1,1,no,905,no,no,0,385,7,131,2,0,no
60,1,1,no,3735,no,no,0,190,1,188,9,1,yes
35,0,2,no,538,no,no,0,410,3,165,2,2,yes
72,1,0,no,4657,no,no,0,305,3,309,5,1,yes
30,1,0,no,5,no,no,0,282,1,203,1,1,yes
32,1,2,no,593,no,no,0,140,2,201,2,2,no
48,1,1,no,1559,no,no,0,520,3,133,3,0,no
59,1,2,no,2764,no,no,0,237,1,206,2,0,no
43,1,2,no,4216,no,no,0,150,2,195,2,1,yes
49,1,1,no,3570,no,no,0,62,3,202,2,0,no
32,0,2,no,623,no,no,1,273,1,203,1,0,no
84,1,1,no,81204,no,no,1,679,1,313,2,2,yes
26,0,1,no,3145,no,no,0,1141,1,209,1,2,yes
47,1,1,no,3519,no,yes,0,193,1,220,1,0,no
43,1,2,no,3518,no,no,0,206,2,196,2,1,yes
39,0,2,no,25,yes,no,0,315,1,210,2,1,yes
27,0,1,no,1347,no,no,1,824,1,193,11,1,yes
28,0,2,no,1840,no,no,0,1472,1,143,10,2,no
35,0,2,no,7546,yes,no,0,137,1,122,3,0,no
38,1,1,no,11303,no,no,0,473,2,216,2,0,yes
89,2,0,no,1323,no,no,1,207,4,189,1,2,no
32,0,2,no,718,yes,no,0,155,1,197,1,1,yes
32,1,1,no,914,no,no,0,434,1,197,1,1,no
23,0,1,no,870,no,no,0,296,1,176,4,1,yes
35,1,1,no,978,no,no,0,1370,3,209,3,1,yes
27,1,1,no,1595,no,no,0,196,2,197,2,1,yes
36,1,2,no,629,yes,yes,0,109,1,246,1,0,no
61,1,1,no,544,no,no,0,63,3,200,9,1,yes
30,0,2,no,2907,yes,no,0,146,2,218,1,0,no
40,1,1,no,3126,yes,no,0,110,3,232,2,0,no
50,2,2,no,315,no,no,0,249,1,119,1,0,no
27,0,1,no,302,no,no,0,151,1,189,1,1,no
25,0,1,no,139,no,yes,0,202,1,91,1,1,yes
57,1,1,no,1044,no,no,1,585,1,192,2,1,yes
55,1,1,no,1633,no,no,0,210,1,192,2,1,yes
33,1,2,no,6513,yes,no,0,170,1,343,1,2,yes
29,0,1,no,102,no,no,0,111,1,210,4,0,no
73,1,0,no,1388,no,no,1,767,2,83,1,1,yes
70,1,0,no,3230,no,no,0,300,2,48,1,0,no
36,1,2,no,93,no,no,0,102,3,96,4,2,no
35,0,1,no,4645,yes,no,0,502,3,270,40,2,no
67,1,0,no,1430,no,no,0,499,2,91,3,0,yes
65,1,2,no,1097,no,no,0,131,1,196,1,2,no
29,0,2,no,14,no,no,0,106,1,105,2,0,no
67,1,0,no,585,no,no,0,164,1,148,1,0,no
53,2,2,no,0,yes,yes,0,171,1,64,6,2,no
31,0,1,no,2544,no,no,0,229,1,279,2,1,yes
66,0,2,no,0,no,no,0,105,1,92,2,0,no
28,0,1,no,168,no,no,0,387,1,194,1,2,yes
49,1,2,no,1093,yes,yes,0,243,2,91,2,1,yes
21,0,1,no,2488,no,no,1,661,2,92,1,1,yes
34,1,0,no,6718,no,no,0,278,4,97,1,2,no
28,0,2,no,1579,no,no,0,163,1,91,3,0,yes
64,1,2,no,2139,no,no,0,230,1,91,2,0,no
62,1,2,no,4692,yes,no,0,113,1,90,1,0,no
31,1,2,no,330,no,no,0,260,1,194,2,1,yes
40,1,2,no,5142,no,no,0,147,2,224,1,0,no
28,1,1,no,687,no,no,0,113,3,33,2,2,no
35,0,1,no,3816,no,no,0,331,2,195,1,2,no
29,0,2,no,270,yes,no,0,110,7,252,4,0,no
70,2,0,no,482,no,no,1,372,1,196,2,1,yes
62,1,1,no,180,no,no,0,183,1,90,4,2,yes
59,1,0,no,4198,no,no,0,309,1,91,10,1,yes
51,1,1,no,423,yes,yes,0,236,1,90,1,0,no
50,1,2,no,78,yes,no,0,218,3,161,9,2,no
48,1,1,no,817,no,no,0,517,1,282,4,1,yes
32,1,1,no,51,yes,yes,0,203,1,87,2,2,yes
49,1,0,no,1569,no,no,0,470,1,196,1,2,no
36,2,1,no,592,no,no,0,96,7,93,7,1,no
33,0,1,no,133,no,no,0,305,2,274,1,1,yes
37,1,2,no,11387,no,no,0,153,1,225,2,2,no
30,0,2,no,536,no,no,0,362,2,91,2,1,yes
60,2,2,no,979,yes,no,0,295,3,347,1,0,yes
37,1,2,no,0,no,no,0,426,2,196,1,2,yes
65,1,0,no,2173,no,no,0,543,4,276,1,0,no
26,0,1,no,1099,no,no,0,99,2,225,13,2,no
30,0,2,no,720,no,no,0,1265,4,210,4,2,yes
35,0,2,no,1830,no,no,0,78,4,93,2,0,no
28,1,2,no,893,no,no,0,204,2,94,2,1,no
57,1,2,no,1318,no,no,0,91,2,94,3,1,no
79,1,0,no,8556,no,no,1,326,2,272,2,1,yes
64,1,1,no,588,no,no,0,366,1,91,2,0,yes
42,1,1,no,994,yes,no,0,453,1,67,9,1,yes
47,1,1,no,820,no,no,0,262,1,91,1,1,yes
37,1,2,no,539,no,no,0,540,2,115,3,0,no
21,0,0,no,423,no,no,1,287,5,285,5,1,yes
63,1,2,no,1528,no,no,0,309,2,95,3,1,no
66,1,1,no,203,no,no,0,353,1,195,1,1,yes
19,0,0,no,103,no,no,0,177,2,95,4,0,no
46,0,1,no,1693,yes,no,0,137,1,97,1,1,no
76,1,2,no,2991,no,no,0,195,1,95,2,1,no
61,1,1,no,86,no,no,0,639,1,94,1,1,yes
62,1,1,no,243,no,no,0,117,1,280,1,1,no
39,1,2,no,1802,no,no,0,129,2,97,2,0,no
37,0,2,no,2163,no,no,0,114,1,234,1,0,no
74,1,2,no,2575,no,no,0,172,2,161,1,0,no
32,0,2,no,307,no,no,0,96,1,201,3,1,no
50,1,2,no,5969,no,no,0,455,1,544,2,0,yes
61,1,2,no,13546,no,no,0,318,2,283,3,1,no
27,1,2,no,2855,no,no,0,240,1,301,3,0,yes
27,0,1,no,2015,no,no,0,87,1,245,1,2,no
30,0,1,no,323,no,no,0,116,1,151,3,0,no
36,1,2,no,203,no,no,0,255,1,88,1,1,yes
38,1,0,no,7005,yes,no,0,696,1,202,2,1,yes
27,0,2,no,689,no,no,0,98,1,307,1,0,no
40,1,2,no,1108,no,no,0,228,1,92,5,0,no
77,1,1,no,4112,no,no,1,1616,1,95,2,1,yes
74,1,1,no,935,no,no,0,100,1,104,1,2,no
68,0,2,no,2144,no,no,0,708,1,96,3,1,yes
48,1,2,no,1167,yes,yes,0,122,4,50,4,2,no
81,1,0,no,243,no,no,0,340,1,92,1,1,yes
36,1,2,no,6,yes,no,0,100,1,435,1,0,no
38,0,1,no,0,no,no,0,240,1,92,4,1,no
48,2,1,no,1180,no,no,0,142,1,238,3,2,yes
52,1,1,no,992,yes,no,0,342,1,92,2,1,yes
38,2,1,no,70,no,no,0,164,4,92,4,1,yes
70,1,1,no,2626,no,no,1,175,3,147,2,1,no
69,2,1,no,4572,no,no,0,185,2,92,3,1,no
39,1,1,no,0,no,no,0,366,1,436,10,0,yes
61,1,1,no,89,no,no,0,477,2,92,3,0,no
36,0,2,no,129,no,no,0,918,1,93,1,1,yes
33,0,2,no,373,no,yes,0,169,3,93,1,0,no
52,1,1,no,659,no,no,0,390,4,93,1,1,yes
66,1,0,no,747,no,no,1,203,3,93,1,0,no
38,0,2,no,6889,yes,no,0,194,1,286,3,0,no
32,0,2,no,291,no,no,1,223,6,275,5,2,no
48,1,2,no,3494,no,no,0,145,3,97,1,2,no
29,0,2,no,187,yes,no,0,154,2,555,2,0,no
35,1,1,no,481,yes,yes,1,141,4,164,1,2,no
80,1,0,no,997,no,no,0,151,1,91,3,1,yes
31,0,2,no,2017,yes,no,0,167,1,286,5,0,no
33,1,2,no,1699,no,no,0,202,1,83,3,1,yes
56,1,2,no,1181,no,no,0,186,1,433,1,0,yes
64,1,2,no,3951,no,no,0,134,1,91,1,1,yes
54,1,1,no,0,no,no,0,161,1,98,2,0,yes
52,1,2,no,2557,no,no,0,134,5,204,2,1,yes
63,1,1,no,896,yes,no,0,115,3,91,4,2,no
50,1,2,no,2366,no,no,0,816,2,149,1,2,yes
66,1,2,no,1948,no,no,0,216,1,91,4,1,yes
31,0,2,no,283,no,no,0,98,2,241,1,0,no
82,2,0,no,1381,no,no,0,86,3,93,1,0,no
46,1,1,no,179,yes,no,0,194,4,436,1,2,no
28,0,1,no,261,yes,yes,0,254,3,142,6,1,yes
56,2,0,no,694,no,no,0,144,1,102,1,2,yes
34,1,2,no,5878,no,no,0,159,7,98,3,1,no
36,1,2,no,202,no,no,0,313,1,120,3,0,yes
26,0,1,no,338,no,no,0,245,1,92,3,1,no
54,0,1,no,1958,no,no,1,179,1,206,6,0,no
32,2,2,no,530,yes,no,0,131,1,127,3,0,no
60,1,0,no,5,no,no,0,533,1,92,1,1,yes
26,0,2,no,592,no,no,1,145,2,164,1,2,no
20,0,0,no,0,no,no,0,143,5,91,8,0,no
29,1,1,no,1599,yes,no,0,200,2,96,3,0,no
40,0,2,no,257,no,no,0,147,1,209,1,0,no
72,0,2,no,1285,no,no,1,280,2,91,7,0,no
36,0,2,no,980,no,no,0,343,2,95,2,0,no
65,1,2,no,1973,no,no,1,121,1,287,3,1,no
60,1,2,no,3401,no,no,0,121,1,95,2,1,no
37,0,2,no,953,yes,no,0,102,1,155,5,0,no
33,1,2,no,62,yes,no,0,102,1,264,1,0,no
66,1,0,no,3629,no,no,0,474,1,172,2,2,yes
33,0,2,no,685,yes,no,0,105,1,96,2,0,no
31,0,1,no,523,no,yes,0,323,1,109,5,0,no
65,1,0,no,493,no,no,0,348,1,109,2,0,no
56,1,1,no,1989,no,no,0,336,2,281,2,0,yes
53,0,1,no,2398,yes,no,0,108,1,92,1,1,no
30,0,2,no,4060,no,no,0,179,1,93,1,2,yes
33,1,1,no,303,yes,no,0,355,1,301,5,1,yes
34,2,1,no,661,yes,no,0,122,1,96,9,2,no
72,1,0,no,2600,no,no,0,443,2,82,3,1,yes
44,1,2,no,1818,yes,yes,0,508,1,92,4,0,yes
37,0,1,no,728,no,no,0,129,1,174,2,2,yes
31,0,2,no,302,no,no,0,349,1,357,3,1,yes
44,0,2,no,678,no,no,0,111,1,124,2,2,no
52,1,1,no,955,no,yes,0,153,1,48,3,1,yes
34,1,1,no,0,yes,no,0,146,1,91,2,2,no
37,0,1,no,265,yes,yes,0,140,1,366,2,0,yes
45,1,1,no,205,no,no,0,373,1,92,1,1,yes
37,1,2,no,238,no,no,0,185,1,92,1,1,yes
68,1,2,no,2812,no,no,0,279,2,181,1,0,yes
36,1,2,no,506,no,no,0,124,1,92,3,1,no
38,0,1,no,262,no,no,0,315,2,180,6,0,yes
59,1,1,no,0,no,no,1,722,1,99,4,0,no
74,1,0,no,5539,no,no,0,253,2,181,1,1,no
55,2,2,no,2037,no,no,0,305,2,94,3,1,yes
32,0,2,no,0,no,no,0,233,3,276,2,0,yes
62,1,1,no,569,no,no,0,94,5,184,1,1,yes
35,2,1,no,1085,no,no,0,195,6,97,12,2,yes
54,2,1,no,0,yes,yes,0,330,1,182,3,1,no
37,0,1,no,115,no,no,0,187,1,83,9,0,no
55,1,1,no,602,no,no,0,390,2,150,6,1,yes
41,0,2,no,1646,yes,no,0,261,1,184,6,1,yes
33,1,2,no,0,yes,yes,0,111,5,98,2,2,no
30,1,2,no,1019,no,no,0,155,1,234,1,2,no
35,0,2,no,144,yes,yes,0,202,4,113,20,0,no
28,0,2,no,5474,no,no,0,181,4,191,5,1,no
35,0,2,no,415,no,no,0,649,1,176,1,0,yes
21,0,1,no,210,no,no,1,123,2,174,1,0,no
80,1,1,no,2354,no,no,1,739,1,181,2,0,yes
61,1,2,no,175,no,no,1,79,2,183,2,1,no
38,1,1,no,318,no,no,0,383,1,181,5,0,yes
63,1,1,no,2,no,no,0,45,2,93,1,1,no
48,1,1,no,1730,yes,no,0,489,1,178,2,0,yes
76,1,2,no,0,no,no,1,92,3,169,1,0,no
28,0,1,no,1059,no,no,0,146,5,276,1,2,no
29,0,2,no,1788,no,no,0,303,1,100,1,1,no
29,0,2,no,308,no,no,0,162,2,184,1,0,no
30,0,1,no,228,no,no,0,232,1,365,1,0,no
33,0,2,no,696,no,yes,0,193,1,176,8,0,no
32,0,1,no,228,no,no,1,176,1,288,3,0,no
34,0,2,no,382,no,no,0,148,1,94,1,0,no
76,1,1,no,2302,no,no,1,110,1,87,2,0,no
34,1,2,no,1778,no,no,0,99,1,93,3,1,no
36,0,2,no,994,no,no,0,195,1,176,5,0,yes
32,0,2,no,3188,no,no,0,65,2,242,1,2,no
42,1,2,no,1536,no,no,0,132,1,182,3,1,no
37,1,1,no,96,no,no,0,102,1,182,3,1,no
71,1,2,no,4388,no,no,0,346,1,183,3,2,no
29,0,2,no,19,no,no,0,110,2,64,2,1,yes
34,1,1,no,1221,yes,no,0,210,2,274,6,0,no
25,0,2,no,145,no,no,0,145,1,182,1,0,no
32,1,2,no,2976,yes,no,0,783,1,175,5,0,yes
42,2,1,no,490,yes,no,0,203,2,188,1,0,no
46,1,1,no,1144,yes,no,0,376,2,129,3,2,yes
23,0,2,no,897,yes,no,0,190,2,280,8,0,yes
84,2,0,no,2619,no,no,1,145,2,115,2,0,no
67,2,1,no,704,no,no,0,186,2,97,1,1,yes
34,1,1,no,3000,yes,yes,0,215,3,221,1,0,no
30,1,2,no,1996,no,no,0,1133,3,101,1,2,yes
22,0,1,no,216,no,no,0,363,1,187,1,1,yes
24,1,1,no,556,yes,no,0,278,1,94,4,1,yes
53,1,1,no,4968,no,no,0,94,1,333,1,2,no
45,1,1,no,1206,no,no,1,309,1,446,3,0,yes
39,1,2,no,1301,no,no,0,185,2,179,1,0,no
79,2,1,no,631,no,no,1,105,2,181,1,0,no
35,1,2,no,62,no,no,0,469,2,185,2,0,yes
36,1,2,no,1257,no,no,0,108,9,101,1,2,no
53,1,1,no,1228,yes,yes,0,116,2,188,1,1,no
33,1,1,no,1536,no,no,0,359,1,92,3,1,yes
60,1,1,no,824,yes,no,0,127,1,558,7,2,yes
24,0,2,no,235,no,no,0,98,1,92,1,1,yes
65,1,2,no,2331,no,no,1,290,1,92,1,1,yes
25,0,1,no,125,no,no,0,215,1,92,2,1,yes
58,1,1,no,7554,no,no,1,167,1,469,1,1,no
36,0,1,no,27,yes,no,0,631,1,260,2,1,yes
27,0,2,no,390,no,no,0,120,2,104,2,0,yes
32,0,2,no,1527,yes,no,0,172,1,92,3,0,no
35,0,1,no,-32,no,yes,0,63,4,182,5,0,yes
39,0,2,no,172,yes,no,0,125,2,183,2,0,yes
53,1,1,no,10541,no,no,0,164,2,92,1,1,yes
23,0,1,no,480,no,no,0,742,2,182,1,0,yes
34,1,1,no,2374,yes,no,0,243,2,92,3,1,yes
33,0,2,no,935,no,no,0,385,2,92,8,1,yes
47,1,1,no,0,no,yes,0,86,2,93,2,2,no
52,1,1,no,94,no,no,0,153,1,92,13,1,yes
33,1,2,no,22867,yes,no,0,165,1,92,5,1,no
42,0,2,no,94,yes,no,0,151,1,183,6,1,no
55,2,1,no,3450,no,no,0,169,1,183,1,0,yes
60,1,1,no,1853,no,no,0,234,1,183,1,1,yes
38,0,2,no,3954,yes,no,0,201,1,182,3,0,no
61,1,2,no,2557,yes,no,0,158,2,92,5,1,yes
58,1,1,no,589,yes,no,0,511,3,183,6,1,yes
48,2,1,no,201,no,no,0,406,2,92,2,1,yes
